ts,epoch,date,ticker,stance,conviction,price,briefing,model
2026-07-13 07:57:37,1783954657,2026-07-13,DIS,bullish,62,97.36,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,KO,neutral,62,83.89,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,AAPL,bullish,58,318.57,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,NVDA,bullish,55,207.14,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,TSLA,bearish,55,398.99,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,MSTR,neutral,55,92.29,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,ORCL,bearish,55,135.32,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,NFLX,bearish,56,75.13,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,AVGO,neutral,55,391.76,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,CRWD,neutral,58,187.19,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,XOM,bullish,68,143.07,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,CAT,neutral,58,936.59,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,DE,neutral,55,584.32,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,COST,neutral,58,921.86,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,KO,neutral,60,83.76,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,AAPL,bullish,70,318.58,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,NVDA,neutral,55,207.48,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,TSLA,neutral,55,397.64,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,META,bullish,65,663.46,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,MSTR,bearish,62,92.16,0,claude-fable-5
2026-07-13 08:08:22,1783955302,2026-07-13,NFLX,bearish,60,75.07,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,GS,bullish,62,1046.88,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,XOM,bullish,66,143.04,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,CAT,bearish,60,935.11,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,BA,neutral,60,218.68,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,COST,neutral,58,921.35,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,AAPL,bullish,65,317.98,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,NVDA,neutral,58,207.77,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,MSFT,neutral,62,390.61,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,META,neutral,55,660.07,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,MSTR,bearish,55,93.61,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,ORCL,bearish,58,136.4,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,NFLX,bearish,55,74.86,0,claude-fable-5
2026-07-13 08:19:14,1783955954,2026-07-13,AVGO,bullish,64,391.22,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,XOM,bullish,68,142.99,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,WMT,neutral,62,114.26,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,COST,bullish,58,921.02,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,DIS,bullish,60,97.12,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,AAPL,bullish,65,317.11,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,NVDA,neutral,60,208.01,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,META,bullish,63,659.06,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,ORCL,bearish,62,136.84,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,NFLX,bearish,55,74.76,0,claude-fable-5
2026-07-13 08:30:05,1783956605,2026-07-13,AVGO,neutral,58,391.9,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,CVX,bullish,60,180.0,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,CAT,neutral,58,936.67,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,BA,neutral,62,217.97,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,WMT,neutral,55,114.12,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,COST,neutral,58,921.44,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,DIS,bullish,60,97.14,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,AAPL,bullish,65,316.54,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,NVDA,neutral,60,207.48,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,TSLA,neutral,60,397.4,0,claude-fable-5
2026-07-13 08:40:39,1783957239,2026-07-13,META,neutral,55,662.86,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,CAT,bullish,58,934.46,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,BA,neutral,62,218.06,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,WMT,neutral,60,114.2,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,COST,bullish,55,923.25,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,HD,neutral,58,338.58,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,UNH,neutral,60,428.92,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,AAPL,bullish,64,316.8,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,NVDA,neutral,58,207.04,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,TSLA,neutral,58,395.45,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,MSFT,neutral,60,391.08,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,META,neutral,55,660.76,0,claude-fable-5
2026-07-13 08:51:26,1783957886,2026-07-13,MSTR,bearish,64,92.95,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,JPM,bullish,65,333.63,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,GS,neutral,55,1044.2,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,XOM,bullish,60,143.68,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,CVX,bullish,58,180.38,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,CAT,bullish,60,933.37,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,WMT,neutral,50,114.32,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,COST,neutral,58,924.16,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,KO,neutral,62,83.96,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,AAPL,bullish,55,316.95,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,NVDA,neutral,55,206.51,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,TSLA,neutral,60,395.25,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,MSFT,neutral,62,390.65,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,META,neutral,55,660.21,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,MSTR,bearish,62,92.23,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,ORCL,bearish,55,135.16,0,claude-fable-5
2026-07-13 09:02:19,1783958539,2026-07-13,NFLX,bearish,55,74.58,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,GS,bullish,55,1044.62,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,XOM,bullish,65,143.86,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,CVX,bullish,60,180.3,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,HD,bearish,55,337.06,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,AAPL,bullish,65,317.57,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,TSLA,neutral,55,395.38,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,MSFT,neutral,60,390.55,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,META,neutral,55,659.77,0,claude-fable-5
2026-07-13 09:13:05,1783959185,2026-07-13,MSTR,bearish,65,92.18,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,JPM,bullish,65,333.23,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,GS,bullish,55,1042.3,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,CVX,bullish,60,180.46,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,DE,neutral,60,585.43,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,WMT,neutral,55,114.38,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,COST,bearish,55,923.72,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,DIS,neutral,55,97.17,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,AAPL,bullish,65,317.28,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,MSFT,neutral,60,391.83,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,MSTR,bearish,65,91.37,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,ORCL,bearish,60,134.77,0,claude-fable-5
2026-07-13 09:23:46,1783959826,2026-07-13,CRWD,neutral,60,187.63,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,GS,bullish,55,1038.41,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,XOM,bullish,62,144.02,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,CVX,bullish,60,180.46,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,DE,neutral,60,582.88,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,COST,neutral,58,923.25,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,KO,neutral,65,83.89,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,AAPL,bullish,55,317.22,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,TSLA,neutral,58,393.93,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,META,bullish,58,660.14,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,MSTR,bearish,68,91.17,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,ORCL,bearish,62,134.15,0,claude-fable-5
2026-07-13 09:34:31,1783960471,2026-07-13,NFLX,neutral,60,74.85,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,JPM,bullish,60,334.23,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,CVX,bullish,62,180.41,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,CAT,neutral,55,931.02,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,DE,neutral,55,583.55,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,BA,bearish,45,217.37,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,WMT,neutral,55,114.59,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,COST,neutral,58,923.72,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,DIS,neutral,55,96.4,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,AAPL,bullish,58,316.69,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,NVDA,neutral,60,205.12,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,META,bullish,62,663.14,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,NFLX,neutral,65,74.83,0,claude-fable-5
2026-07-13 09:45:14,1783961114,2026-07-13,AVGO,neutral,55,387.26,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,JPM,bullish,55,334.25,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,CVX,bullish,60,181.09,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,CAT,neutral,55,929.83,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,WMT,neutral,50,114.71,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,COST,neutral,60,924.63,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,UNH,neutral,60,429.38,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,DIS,neutral,50,96.2,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,AAPL,bullish,65,316.41,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,NVDA,neutral,55,204.43,0,claude-fable-5
