ts,env,dry_run,action,account_id,client_order_id,symbol,side,qty,order_type,limit_price,http_status,response
2026-07-16T16:56:10.609141+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,89b4bdaaf980462f990613bee7098371,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T16:57:09.431327+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,cdc2e3897d3349fdbd7386f5ea6cff87,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T16:58:10.448857+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,f3177afc93c14ac8bdfc37608c15b86b,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T16:59:13.324439+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,95bc1d03225d47a0ba0f90a99e5d6b0c,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:00:11.761277+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,4f052af30df3493f846b72e92895ff72,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:01:11.720130+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,91885c3bd0644715af87c9ace1f949b9,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:02:12.659145+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,ae40704771104fa3b2c11eca0d8ec203,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:03:10.579030+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,201c9ca07aaf4abb93a340b251dab21b,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:04:09.993805+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,d4aa427f51c248468d5d905b76e98de0,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:05:11.638095+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,8466a89b7bb34191abea588db23121a5,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:06:10.108344+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,53a6941720044712bf56d28478e0c0c5,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:07:09.729874+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,d70da8c487284e43afbf881f485732e6,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:08:09.318176+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,71e1b95c52894708a943ea84cd92bbec,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:09:09.675361+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,a81b1bbd260e427e90995b98aba76513,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:10:10.838375+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,11fce14ff9a84435b41d47638f621ada,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:11:11.011767+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,5990f2be8852468c99e29b43eed6dbe3,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:12:10.739548+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,ab9c30edc31649d3b14ffe449025e90d,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:13:09.021632+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,974159f8deb0433eb91e55c3ab0291d8,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:14:08.882741+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,5a673bef958841308112c2936da5e435,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:15:13.534987+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,d179468a3a5a477c88f89a52e706194f,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:16:10.684370+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,9a1f1a42c0974d39a219477ce149fcc7,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:17:09.577897+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,5375b82f93a14bdbb55e097a4f765052,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:18:12.551156+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,cdf63fa82573498dbd334ec6c91e64cb,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:19:09.747430+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,a4deefe8b0a7472cbc3782182d0c5219,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:20:10.162348+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,8c4769a02bb64fa2a027ed1d7bcac15f,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:21:11.351185+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,4be60f2812714b059fe551f888b1c40e,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:22:09.978382+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,0d2b25fab2ea4b218eb23b65db216dfe,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:23:09.743367+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,fd6d964a3681446681e6f87ad345158f,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:24:10.524208+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,e9b540c563ef42c58423261461ae4f88,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:25:10.588543+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,4fd2fc21859d479299b8794df95d37b5,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:26:09.684108+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,6800e05a4e974690b16ae6793eeaeab4,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:27:09.638406+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,b79f06c5941f4010892096178e6d1fa5,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:28:09.845454+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,06415a7ba80849629e681602f23519e7,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:29:10.782196+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,b4f80a23abe24b6e800e0fd9ce8c3851,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:30:11.441499+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,927b3fca1cdd481ab20bc7524f4b870f,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:31:09.768420+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,d08b320d44414932b8e6f10bedb79b98,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:32:10.147123+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,6f03c19f99784806a74fabb6786bd8be,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:33:10.079277+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,ff7eb3ff40644862826356599bbc460e,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:34:10.211188+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,2f24ffcd17bd410785e539f7ba6fed6a,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:35:09.307582+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,8d4b941cc42843579846cbc33368d558,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:36:09.039287+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,09bc18e4679b426b9261f860e17cf92a,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:37:09.640160+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,3197d6f308aa437b81fb2c6663df4238,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:38:08.902404+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,50c6dfaae5e148128b0266787d2b7bbf,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:39:10.487944+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,c66e1be4162c4d11a301dae00dd87eae,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:40:10.065670+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,56d66e03e3924cde85bfdcade3565021,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:41:10.762242+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,2b0204e419574f50bdb332230774d99b,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:42:09.559229+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,9cfc106e1a5046a18b2095641596bd9b,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:43:09.421131+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,77b4cd91071341c2a6e65fb30f3b0310,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:44:08.910907+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,764164919d9f4c4f8b72130101fa6b66,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:45:09.507930+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,9b256fa86ee94f47bf142ef050884c5e,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:46:09.374860+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,814bde787e3f47049d70a8991de09bb1,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:47:10.251033+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,25e09adfa8ab4a46a08529a369033127,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:48:22.719792+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,967149dc605a4ed5a3f03610b3a5afb9,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:49:08.856749+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,297b7e95d36f4c04be9c81d559aa4be6,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:50:12.009395+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,b3c43b9bfc1542ac8107d643c28201a5,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:51:09.245517+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,dffbb3c980d74d3b8fffa17feab71064,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
2026-07-16T17:52:09.665961+00:00,paper,False,PLACE,J6HA4EBQRQFJD2J6NQH0F7M649,53164a02ef714a2cb0b7d91ea7453ee4,NVDA,SELL,2,MARKET,,417,"{""error"": ""{\""message\"":\""GENERATE_NEW_SHORT_POSITION\"",\""error_code\"":\""GENERATE_NEW_SHORT_POSITION\""}""}"
